corkrey_taxID;corkrey_genus;corkrey_species;corkrey_speciesStrain;corkrey_growthTemp;corkrey_oxygen;corkrey_trophy;corkrey_doublingH;corkrey_ref
83986;Methanoculleus;Methanoculleus oldenburgensis;Methanoculleus oldenburgensis;45;anaerobic;heterotroph;3.79;Blotevogel KH, Gahl-JanâˆšÃ¼en R, Jannsen S, Fischer U, Pilz F, Auling G, et al. Isolation and characterization of a novel mesophilic, fresh-water methanogen from river sediment Methanoculleus oldenburgensis sp. nov. Arch Microbiol. 1991
36738;Halococcus;Halococcus salifodinae;Halococcus salifodinae;37;aerobic;heterotroph;26;Denner EBM, McGenity TJ, Busse HJ, Grant WD, Wanner G, StanLotter H. Halococcus salifodinae sp. nov., an archaeal isolate from an Austrian salt mine. Int J Syst Bacteriol. 1994
40001;Cellulomonas;Cellulomonas sp.;Cellulomonas sp.;24.1;aerobic;heterotroph;2.18;Baker JH. The use of a temperature-gradient incubator to investigate the temperature characteristics of some bacteria from Antarctic peat. Br Antarct Surv Bull. 1974
1491;Clostridium;Clostridium botulinum;Clostridium botulinum;37;anaerobic;heterotroph;0.44;Ohye DF, Scott WJ. The temperature relations of Clostridium botulinum, types A and B. Aust J Biol Sci. 1953
90736;Vibrio;Vibrio marinus;Vibrio marinus;23.1;facultative;heterotroph;1.36;Mohr PW, Krawiec S. Temperature characteristics and Arrhenius plots for nominal psychrophiles, mesophiles and thermophiles. J Gen Microbiol. 1980
1398;Bacillus;Bacillus coagulans;Bacillus coagulans;51.6;facultative;heterotroph;0.72;Mohr PW, Krawiec S. Temperature characteristics and Arrhenius plots for nominal psychrophiles, mesophiles and thermophiles. J Gen Microbiol. 1980
1404;Bacillus;Bacillus megaterium;Bacillus megaterium;40.4;facultative;heterotroph;0.44;Mohr PW, Krawiec S. Temperature characteristics and Arrhenius plots for nominal psychrophiles, mesophiles and thermophiles. J Gen Microbiol. 1980
1423;Bacillus;Bacillus subtilis;Bacillus subtilis;36.1;facultative;heterotroph;0.6;Mohr PW, Krawiec S. Temperature characteristics and Arrhenius plots for nominal psychrophiles, mesophiles and thermophiles. J Gen Microbiol. 1980
389480;Marinitoga;Marinitoga okinawensis;Marinitoga okinawensis;55.1;anaerobic;heterotroph;0.54;Nunoura T, Oida H, Miyazaki M, Suzuki Y, Takai K, Horikoshi K. Marinitoga okinawensis sp. nov., a novel thermophilic and anaerobic heterotroph isolated from a deep-sea hydrothermal field, Southern Okinawa Trough. Int J Syst Evol Microbiol. 2007
515440;Oceanotoga;Oceanotoga teriensis;Oceanotoga teriensis;56.5;anaerobic;heterotroph;4.6;Jayasinghearachchi HS, Lal B. Oceanotoga teriensis gen. nov., sp. nov., a thermophilic bacterium isolated from offshore oil-producing wells. Int J Syst Evol Microbiol. 2011
287990;Marinitoga;Marinitoga hydrogenitolerans;Marinitoga hydrogenitolerans;60;anaerobic;heterotroph;1.87;Postec A, Le Breton C, Fardeau ML, Lesongeur F, Pignet P, Querellou J, et al. Marinitoga hydrogenitolerans sp. nov., a novel member of the order Thermotogales isolated from a black smoker chimney on the MidAtlantic Ridge. Int J Syst Evol Microbiol. 2005
570855;Marinitoga;Marinitoga litoralis;Marinitoga litoralis;60;anaerobic;heterotroph;1.44;Postec A, Ciobanu M, Birrien JL, Bienvenu N, Prieur D, Le Romancer M. Marinitoga litoralis sp. nov., a thermophilic, heterotrophic bacterium isolated from a coastal thermal spring on Ile Saint-Paul, Southern Indian Ocean. Int J Syst Evol Microbiol. 2010
1008460;Pyrococcus;Pyrococcus yayanosii;Pyrococcus yayanosii;98;anaerobic;heterotroph;0.83;Birrien JL, Zeng X, Jebbar M, Cambon-Bonavita MA, QueÃƒÃ…rellou J, Oger P, et al. Pyrococcus yayanosii sp. nov., an obligate piezophilic hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2011
1508419;Thermotoga;Thermotoga caldifontis;Thermotoga caldifontis;69.5;anaerobic;heterotroph;8.02;Mori K, Yamazoe A, Hosoyama A, Ohji S, Fujita N, Ishibashi Ji, et al. Thermotoga profunda sp. nov. and Thermotoga caldifontis sp. nov., anaerobic thermophilic bacteria isolated from terrestrial hot springs. Int J Syst Evol Microbiol. 2014
1508420;Thermotoga;Thermotoga profunda;Thermotoga profunda;60.3;anaerobic;heterotroph;8.22;Mori K, Yamazoe A, Hosoyama A, Ohji S, Fujita N, Ishibashi Ji, et al. Thermotoga profunda sp. nov. and Thermotoga caldifontis sp. nov., anaerobic thermophilic bacteria isolated from terrestrial hot springs. Int J Syst Evol Microbiol. 2014
651457;Kosmotoga;Kosmotoga olearia;Kosmotoga olearia;65;anaerobic;heterotroph;1.72;DiPippo JL, Nesbâˆšâˆ CL, Dahle H, Doolittle WF, Birkland NK, Noll KM. Kosmotoga olearia gen. nov., sp. nov., a thermophilic, anaerobic heterotroph isolated from an oil production fluid. Int J Syst Evol Microbiol. 2009
2331;Haloanaerobium;Haloanaerobium praevalens;Haloanaerobium praevalens;37.1;anaerobic;heterotroph;4;Zeikus J, Hegge P, Thompson T, Phelps T, Langworthy T. Isolation and description of Haloanaerobium praevalens gen. nov. and sp. nov., an obligately anaerobic halophile common to Great Salt Lake sediments. Curr Microbiol. 1983
1184387;Mesotoga;Mesotoga prima;Mesotoga prima;37;anaerobic;heterotroph;16.5;Nesbâˆšâˆ CL, Bradnan DM, Adebusuyi A, Dlutek M, Petrus AK, Foght J, et al. Mesotoga prima gen. nov., sp. nov., the first described mesophilic species of the Thermotogales. Extremophiles. 2012
106262;Marinitoga;Marinitoga camini;Marinitoga camini;55;anaerobic;heterotroph;1.7;Wery N, Lesongeur F, Pignet P, Derennes V, Cambon-Bonavita MA, Godfroy A, et al. Marinitoga camini gen. nov., sp. nov., a rod-shaped bacterium belonging to the order Thermotogales, isolated from a deepsea hydrothermal vent. Int J Syst Evol Microbiol. 2001
1330330;Kosmotoga;Kosmotoga pacifica;Kosmotoga pacifica;70;anaerobic;heterotroph;1.58;Lâ€šÃ„Ã´Haridon S, Jiang L, Alain K, Chalopin M, Rouxel O, Beauverger M, et al. Kosmotoga pacifica sp. nov., a thermophilic chemoorganoheterotrophic bacterium isolated from an East Pacific hydrothermal sediment. Extremophiles. 2014
404900;Geminicoccus;Geminicoccus roseus;Geminicoccus roseus;32.5;aerobic;heterotroph;5;Foesel BU, GoÃƒÃ âˆšÃ¼ner AS, Drake HL, Schramm A. Geminicoccus roseus gen. nov., sp. nov., an aerobic phototrophic Alphaproteobacterium isolated from a marine aquaculture biofilter. Syst Appl Microbiol. 2007
160385;Thermobacteroides;Thermobacteroides leptospartum;Thermobacteroides leptospartum;60;anaerobic;heterotroph;8.6;Toda Y, Saiki T, Uozumi T, Beppu T. Isolation and characterization of a protease-producing, thermophilic, anaerobic bacterium, Thermobacteroides leptospartum sp. nov. Agric Biol Chem. 1988
242698;Thermoanaerobacterium;Thermoanaerobacterium aciditolerans;Thermoanaerobacterium aciditolerans;60;anaerobic;heterotroph;8.6;Kublanov IV, Prokofeva MI, Kostrikina NA, Kolganova TV, Tourova TP, Wiegel J, et al. Thermoanaerobacterium aciditolerans sp. nov., a moderate thermoacidophile from a Kamchatka hot spring. Int J Syst Evol Microbiol. 2007
373054;Calditerricola;Calditerricola satsumensis;Calditerricola satsumensis;78;aerobic;heterotroph;0.42;Moriya T, Hikota T, Yumoto I, Ito T, Terui Y, Yamagishi A, et al. Calditerricola satsumensis gen. nov., sp. nov. and Calditerricola yamamurae sp. nov., extreme thermophiles isolated from a high-temperature compost. Int J Syst Evol Microbiol. 2011
281362;Dechloromonas;Dechloromonas denitrificans;Dechloromonas denitrificans;30;facultative;heterotroph;6.5;Horn MA, Ihssen J, Matthies C, Schramm A, Acker G, Drake HL. Dechloromonas denitrificans sp. nov., Flavobacterium denitrificans sp. nov., Paenibacillus anaericanus sp. nov. and Paenibacillus terrae strain MH72, N2O-producing bacteria isolated from the gut of the earthworm Aporrectodea caliginosa. Int J Syst Evol Microbiol. 2005
170367;Paenibacillus;Paenibacillus anaericanus;Paenibacillus anaericanus;32.5;facultative;heterotroph;5;Horn MA, Ihssen J, Matthies C, Schramm A, Acker G, Drake HL. Dechloromonas denitrificans sp. nov., Flavobacterium denitrificans sp. nov., Paenibacillus anaericanus sp. nov. and Paenibacillus terrae strain MH72, N2O-producing bacteria isolated from the gut of the earthworm Aporrectodea caliginosa. Int J Syst Evol Microbiol. 2005
159743;Paenibacillus;Paenibacillus terrae;Paenibacillus terrae;35;facultative;heterotroph;2.7;Horn MA, Ihssen J, Matthies C, Schramm A, Acker G, Drake HL. Dechloromonas denitrificans sp. nov., Flavobacterium denitrificans sp. nov., Paenibacillus anaericanus sp. nov. and Paenibacillus terrae strain MH72, N2O-producing bacteria isolated from the gut of the earthworm Aporrectodea caliginosa. Int J Syst Evol Microbiol. 2005
281361;Flavobacterium;Flavobacterium denitrificans;Flavobacterium denitrificans;25;facultative;heterotroph;7.3;Horn MA, Ihssen J, Matthies C, Schramm A, Acker G, Drake HL. Dechloromonas denitrificans sp. nov., Flavobacterium denitrificans sp. nov., Paenibacillus anaericanus sp. nov. and Paenibacillus terrae strain MH72, N2O-producing bacteria isolated from the gut of the earthworm Aporrectodea caliginosa. Int J Syst Evol Microbiol. 2005
1351;Enterococcus;Enterococcus faecalis;Enterococcus faecalis;37;facultative;heterotroph;0.41;Morandi S, Brasca M, Alfieri P, Lodi R, Tamburini A. Influence of pH and temperature on the growth of Enterococcus faecium and Enterococcus faecalis. Le Lait. 2005
1352;Enterococcus;Enterococcus faecium;Enterococcus faecium;37;facultative;heterotroph;0.44;Morandi S, Brasca M, Alfieri P, Lodi R, Tamburini A. Influence of pH and temperature on the growth of Enterococcus faecium and Enterococcus faecalis. Le Lait. 2005
35783;Enterococcus;Enterococcus sp.;Enterococcus sp.;37;facultative;heterotroph;0.44;Morandi S, Brasca M, Alfieri P, Lodi R, Tamburini A. Influence of pH and temperature on the growth of Enterococcus faecium and Enterococcus faecalis. Le Lait. 2005
360422;Clostridium;Clostridium tagluense;Clostridium tagluense;15.1;anaerobic;heterotroph;13.05;Suetin SV, Shcherbakova VA, Chuvilskaya NA, Rivkina EM, Suzina NE, Lysenko AM, et al. Clostridium tagluense sp. nov., a psychrotolerant, anaerobic, spore-forming bacterium from permafrost. Int J Syst Evol Microbiol. 2009
259063;Clostridium;Clostridium jejuense;Clostridium jejuense;30;anaerobic;heterotroph;10.5;Jeong H, Yi H, Sekiguchi Y, Muramatsu M, Kamagata Y, Chun J. Clostridium jejuense sp. nov., isolated from soil. Int J Syst Evol Microbiol. 2004
568790;Caloramator;Caloramator boliviensis;Caloramator boliviensis;60;anaerobic;heterotroph;2.02;Crespo C, Pozzo T, Karlsson EN, Alvarez MT, Mattiasson B. Caloramator boliviensis sp. nov., a thermophilic, ethanol-producing bacterium isolated from a hot spring. Int J Syst Evol Microbiol. 2012
1288;Staphylococcus;Staphylococcus xylosus;Staphylococcus xylosus;36.4;facultative;heterotroph;0.3;McMeekin TA, Chandler RE, Doe PE, Garland CD, Olley J, Putro S, et al. Model for combined effect of temperature and salt concentration/water activity on the growth rate of Staphylococcus xylosus. J Appl Bacteriol. 1987
342666;Gracilibacter;Gracilibacter thermotolerans;Gracilibacter thermotolerans;42;anaerobic;heterotroph;3.1;Lee YJ, Romanek CS, Mills GL, Davis RC, Whitman WB, Wiegel J. Gracilibacter thermotolerans gen. nov., sp. nov., an anaerobic, thermotolerant bacterium from a constructed wetland receiving acid sulfate water. Int J Syst Evol Microbiol. 2006
694059;Thermoanaerobacter;Thermoanaerobacter pentosaceus;Thermoanaerobacter pentosaceus;70;anaerobic;heterotroph;3.6;TomaÃƒÃ…s AF, Karakashev D, Angelidaki I. Thermoanaerobacter pentosaceus sp. nov., an anaerobic, extremely thermophilic, high ethanolyielding bacterium isolated from household waste. Int J Syst Evol Microbiol. 2013
375929;Natranaerobius;Natranaerobius thermophilus;Natranaerobius thermophilus;53;anaerobic;heterotroph;3.5;Mesbah NM, Hedrick DB, Peacock AD, Rohde M, Wiegel J. Natranaerobius thermophilus gen. nov., sp. nov., a halophilic, alkalithermophilic bacterium from soda lakes of the Wadi An Natrun, Egypt, and proposal of Natranaerobiaceae fam. nov. and Natranaerobiales ord. nov. Int J Syst Evol Microbiol. 2007
91624;Clostridium;Clostridium acidisoli;Clostridium acidisoli;30;anaerobic;heterotroph;3.5;Kuhner CH, Matthies C, Acker G, Schmittroth M, GoÃƒÃ âˆšÃ¼ner AS, Drake HL. Clostridium akagii sp. nov. and Clostridium acidisoli sp. nov.: acidtolerant, N2-fixing clostridia isolated from acidic forest soil and litter. Int J Syst Evol Microbiol. 2000
91623;Clostridium;Clostridium akagii;Clostridium akagii;25;anaerobic;heterotroph;11;Kuhner CH, Matthies C, Acker G, Schmittroth M, GoÃƒÃ âˆšÃ¼ner AS, Drake HL. Clostridium akagii sp. nov. and Clostridium acidisoli sp. nov.: acidtolerant, N2-fixing clostridia isolated from acidic forest soil and litter. Int J Syst Evol Microbiol. 2000
1525;Clostridium;Clostridium thermoaceticum;Clostridium thermoaceticum;58;anaerobic;heterotroph;36;Schwartz RD, Keller FA. Isolation of a strain of Clostridium thermoaceticum capable of growth and acetic acid production at pH 4.5. Appl Environ Microbiol. 1982
390806;Geosporobacter;Geosporobacter subterraneus;Geosporobacter subterraneus;42;anaerobic;heterotroph;4.9;Klouche N, Fardeau ML, LascourreÃƒÃ„ges JF, Cayol JL, Hacene H, Thomas P, et al. Geosporobacter subterraneus gen. nov., sp. nov., a spore-forming bacterium isolated from a deep subsurface aquifer. Int J Syst Evol Microbiol. 2007
275;Thermus;Thermus sp.;Thermus sp.;70;aerobic;heterotroph;0.8;Beffa T, Blanc M, Lyon PF, Vogt G, Marchiani M, Fischer JL, et al. Isolation of Thermus strains from hot composts (60 to 80 degrees C). Appl Environ Microbiol. 1996
74610;Pyrococcus;Pyrococcus glycovorans;Pyrococcus glycovorans;95.5;anaerobic;heterotroph;3.6;Barbier G, Godfroy A, Meunier JR, QueÃƒÃ…rellou J, Cambon MA, Lesongeur F, et al. Pyrococcus glycovorans sp. nov., a hyperthermophilic archaeon isolated from the East Pacific Rise. Int J Syst Evol Microbiol. 1999
116090;Caloranaerobacter;Caloranaerobacter azorensis;Caloranaerobacter azorensis;64.7;anaerobic;heterotroph;0.42;Wery N, Moricet JM, Cueff V, Jean J, Pignet P, Lesongeur F, et al. Caloranaerobacter azorensis gen. nov., sp. nov., an anaerobic thermophilic bacterium isolated from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2001
161493;Anaeromyxobacter;Anaeromyxobacter dehalogenans;Anaeromyxobacter dehalogenans;30;microaerophilic;heterotroph;12;Sanford RA, Cole JR, Tiedje JM. Characterization and description of Anaeromyxobacter dehalogenans gen. nov., sp. nov., an arylhalorespiring facultative anaerobic myxobacterium. Appl Environ Microbiol. 2002
70863;Shewanella;Shewanella oneidensis;Shewanella oneidensis;22;facultative;heterotroph;0.75;Abboud R, Popa R, Souza-Egipsy V, Giometti CS, Tollaksen S, Mosher JJ, et al. Low-temperature growth of Shewanella oneidensis MR-1. Appl Environ Microbiol. 2005
252967;Spirochaeta;Spirochaeta perfilievii;Spirochaeta perfilievii;28;anaerobic;heterotroph;6.3;Dubinina G, Grabovich M, Leshcheva N, Rainey FA, Gavrish E. Spirochaeta perfilievii sp. nov., an oxygen-tolerant, sulfide-oxidizing, sulfur-and thiosulfate-reducing spirochaete isolated from a saline spring. Int J Syst Evol Microbiol. 2011
159291;Spirochaeta;Spirochaeta americana;Spirochaeta americana;37;anaerobic;heterotroph;5;Hoover RB, Pikuta EV, Bej AK, Marsic D, Whitman WB, Tang J, et al. Spirochaeta americana sp. nov., a new haloalkaliphilic, obligately anaerobic spirochaete isolated from soda Mono Lake in California. Int J Syst Evol Microbiol. 2003
478105;Exilispira;Exilispira thermophila;Exilispira thermophila;50;anaerobic;heterotroph;3.5;Imachi H, Sakai S, Hirayama H, Nakagawa S, Nunoura T, Takai K, et al. Exilispira thermophila gen. nov., sp. nov., an anaerobic, thermophilic spirochaete isolated from a deep-sea hydrothermal vent chimney. Int J Syst Evol Microbiol. 2008
504483;Spirochaeta;Spirochaeta cellobiosiphila;Spirochaeta cellobiosiphila;37;facultative;heterotroph;1.9;Breznak JA, Warnecke F. Spirochaeta cellobiosiphila sp. nov., a facultatively anaerobic, marine spirochaete. Int J Syst Evol Microbiol. 2008
273376;Spirochaeta;Spirochaeta coccoides;Spirochaeta coccoides;30;facultative;heterotroph;21.4;DroÃƒÃ ge S, FroÃƒÃ hlich J, Radek R, KoÃƒÃ nig H. Spirochaeta coccoides sp. nov., a novel coccoid spirochete from the hindgut of the termite Neotermes castaneus. Appl Environ Microbiol. 2006
53247;Pseudoalteromonas;Pseudoalteromonas antarctica;Pseudoalteromonas antarctica;17.5;aerobic;heterotroph;3.27;Nevot M, DeronceleÃƒÃ… V, Montes M, Mercade E. Effect of incubation temperature on growth parameters of Pseudoalteromonas antarctica NF3 and its production of extracellular polymeric substances. J Appl Microbiol. 2008
215591;Spirochaeta;Spirochaeta caldaria;Spirochaeta caldaria;50;anaerobic;heterotroph;4;Pohlschroeder M, Leschine SB, Canale-Parola E. Spirochaeta caldaria sp. nov., a thermophilic bacterium that enhances cellulose degradation by Clostridium thermocellum. Arch Microbiol. 1994
2374;Acetonema;Acetonema longum;Acetonema longum;31.5;anaerobic;heterotroph;36;Kane MD, Breznak JA. Acetonema longum gen. nov. sp. nov., an H2/CO2 acetogenic bacterium from the termite, Pterotermes occidentis. Arch Microbiol. 1991
40575;Clostridium;Clostridium grantii;Clostridium grantii;30;anaerobic;heterotroph;9;Mountfort DO, Rainey FA, Burghardt J, Stackebrandt E. Clostridium grantii sp. nov., a new obligately anaerobic, alginolytic bacterium isolated from mullet gut. Arch Microbiol. 1994
28064;Heliobacterium;Heliobacterium mobilis;Heliobacterium mobilis;40.1;anaerobic;heterotroph;2;Kimble LK, Mandelco L, Woese CR, Madigan MT. Heliobacterium modesticaldum, sp. nov., a thermophilic heliobacterium of hot springs and volcanic soils. Arch Microbiol. 1995
35701;Heliobacterium;Heliobacterium modesticaldum;Heliobacterium modesticaldum;52;anaerobic;heterotroph;1.92;Kimble LK, Mandelco L, Woese CR, Madigan MT. Heliobacterium modesticaldum, sp. nov., a thermophilic heliobacterium of hot springs and volcanic soils. Arch Microbiol. 1995
39480;Eubacterium;Eubacterium angustum;Eubacterium angustum;37;anaerobic;heterotroph;0.75;Beuscher HU, Andreesen JR. Eubacterium angustum sp. nov., a Grampositive anaerobic, non-sporeforming, obligate purine fermenting organism. Arch Microbiol. 1984
2352;Flexistipes;Flexistipes sinusarabici;Flexistipes sinusarabici;50;anaerobic;heterotroph;8.42;Fiala G, Woese CR, Langworthy TA, Stetter KO. Flexistipes sinusarabici, a novel genus and species of eubacteria occurring in the Atlantis II Deep brines of the Red Sea. Arch Microbiol. 1990
2424;Fervidobacterium;Fervidobacterium nodosum;Fervidobacterium nodosum;67.5;anaerobic;heterotroph;1.75;Patel BKC, Morgan HW, Daniel RM. Fervidobacterium nodosum gen. nov. and spec. nov., a new chemoorganotrophic, caldoactive, anaerobic bacterium. Arch Microbiol. 1985
320502;Clostridium;Clostridium alkalicellum;Clostridium alkalicellum;37.5;anaerobic;heterotroph;14;Zhilina T, Kevbrin V, Tourova T, Lysenko A, Kostrikina N, Zavarzin G. Clostridium alkalicellum sp. nov., an obligately alkaliphilic cellulolytic bacterium from a soda lake in the Baikal region. Microbiology. 2005
120580;Symbiobacterium;Symbiobacterium toebii;Symbiobacterium toebii;60.3;microaerophilic;heterotroph;1.69;Rhee SK, Jeon C, Bae JW, Kim K, Song J, Kim JJ, et al. Characterization of Symbiobacterium toebii, an obligate commensal thermophile isolated from compost. Extremophiles. 2002
33954;Clostridium;Clostridium magnum;Clostridium magnum;31;anaerobic;heterotroph;1.4;Schink B. Clostridium magnum sp. nov., a non-autotrophic homoacetogenic bacterium. Arch Microbiol. 1984
56810;Psychrobacter;Psychrobacter glacincola;Psychrobacter glacincola;14.4;aerobic;heterotroph;1.51;Bowman JP, Nichols DS, McMeekin TA. Psychrobacter glacincola sp. nov., a halotolerant, psychrophilic bacterium Isolated from Antarctic sea ice. Syst Appl Microbiol. 1997
45497;Clostridium;Clostridium ultunense;Clostridium ultunense;37;anaerobic;heterotroph;48;SchnuÃƒÃ rer A, Schink B, Svensson BH. Clostridium ultunense sp. nov., a mesophilic bacterium oxidizing acetate in syntrophic association with a hydrogenotrophic methanogenic bacterium. Int J Syst Bacteriol. 1996
1503;Clostridium;Clostridium purinolyticum;Clostridium purinolyticum;36;anaerobic;heterotroph;1.33;DuÃƒÃ rre P, Andersch W, Andreesen JR. Isolation and characterization of an adenine-utilizing, anaerobic sporeformer, Clostridium purinolyticum sp. nov. Int J Syst Bacteriol. 1981
95159;Caloramator;Caloramator coolhaasii;Caloramator coolhaasii;52.5;anaerobic;heterotroph;1;Plugge CM, Zoetendal EG, Stams AJM. Caloramator coolhaasii sp. nov., a glutamate-degrading, moderately thermophilic anaerobe. Int J Syst Evol Microbiol. 2000
1548;Clostridium;Clostridium scatologenes;Clostridium scatologenes;27.5;anaerobic;heterotroph;5.3;KuÃƒÃ sel K, Dorsch T, Acker G, Stackebrandt E, Drake HL. Clostridium scatologenes strain SL1 isolated as an acetogenic bacterium from acidic sediments. Int J Syst Evol Microbiol. 2000
309797;Chrysiogenes;Chrysiogenes arsenatis;Chrysiogenes arsenatis;28;anaerobic;heterotroph;4;Macy JM, Nunan K, Hagen KD, Dixon DR, Harbour PJ, Cahill M, et al. Chrysiogenes arsenatis gen. nov., sp. nov., a new arsenate-respiring bacterium isolated from gold mine wastewater. Int J Syst Bacteriol. 1996
108328;Anaerobranca;Anaerobranca gottschalkii;Anaerobranca gottschalkii;55.3;anaerobic;heterotroph;0.8;Prowe SG, Antranikian G. Anaerobranca gottschalkii sp. nov., a novel thermoalkaliphilic bacterium that grows anaerobically at high pH and temperature. Int J Syst Evol Microbiol. 2001
112729;Caloramator;Caloramator viterbensis;Caloramator viterbensis;59.1;anaerobic;heterotroph;2.08;Seyfried M, Lyon D, Rainey FA, Wiegel J. Caloramator viterbensis sp. nov., a novel thermophilic, glycerol-fermenting bacterium isolated from a hot spring in Italy. Int J Syst Evol Microbiol. 2002
475795;Haliea;Haliea rubra;Haliea rubra;30;aerobic;heterotroph;2.86;Urios L, Intertaglia L, Lesongeur F, Lebaron P. Haliea rubra sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea. Int J Syst Evol Microbiol. 2009
287487;Haliea;Haliea salexigens;Haliea salexigens;29.9;aerobic;heterotroph;5.55;Urios L, Intertaglia L, Lesongeur F, Lebaron P. Haliea salexigens gen. nov., sp. nov., a member of the Gammaproteobacteria from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008
455359;Balneola;Balneola alkaliphila;Balneola alkaliphila;25;aerobic;heterotroph;3.12;Urios L, Intertaglia L, Lesongeur F, Lebaron P. Balneola alkaliphila sp. nov., a marine bacterium isolated from the Mediterranean Sea. Int J Syst Evol Microbiol. 2008
258515;Acetanaerobacterium;Acetanaerobacterium elongatum;Acetanaerobacterium elongatum;37;anaerobic;heterotroph;4.78;Chen S, Dong X. Acetanaerobacterium elongatum gen. nov., sp. nov., from paper mill waste water. Int J Syst Evol Microbiol. 2004
166485;Caminicella;Caminicella sporogenes;Caminicella sporogenes;57.5;anaerobic;heterotroph;0.75;Alain K, Pignet P, Zbinden M, Quillevere M, Duchiron F, Donval JP, et al. Caminicella sporogenes gen. nov., sp. nov., a novel thermophilic spore-forming bacterium isolated from an East-Pacific Rise hydrothermal vent. Int J Syst Evol Microbiol. 2002
1131703;Sphaerochaeta;Sphaerochaeta globosa;Sphaerochaeta globosa;27.5;anaerobic;heterotroph;21;Ritalahti KM, Justicia-Leon SD, Cusick KD, Ramos-Hernandez N, Rubin M, Dornbush J, et al. Sphaerochaeta globosa gen. nov., sp. nov. and Sphaerochaeta pleomorpha sp. nov., free-living, spherical spirochaetes. Int J Syst Evol Microbiol. 2012
1131707;Sphaerochaeta;Sphaerochaeta pleomorpha;Sphaerochaeta pleomorpha;27.5;anaerobic;heterotroph;15;Ritalahti KM, Justicia-Leon SD, Cusick KD, Ramos-Hernandez N, Rubin M, Dornbush J, et al. Sphaerochaeta globosa gen. nov., sp. nov. and Sphaerochaeta pleomorpha sp. nov., free-living, spherical spirochaetes. Int J Syst Evol Microbiol. 2012
165813;Sporanaerobacter;Sporanaerobacter acetigenes;Sporanaerobacter acetigenes;40.1;anaerobic;heterotroph;1.93;Hernandez-Eugenio G, Fardeau ML, Cayol JL, Patel BKC, Thomas P, Macarie H, et al. Sporanaerobacter acetigenes gen. nov., sp. nov., a novel acetogenic, facultatively sulfur-reducing bacterium. Int J Syst Evol Microbiol. 2002
55504;Sporomusa;Sporomusa silvacetica;Sporomusa silvacetica;30;anaerobic;heterotroph;14;Kuhner CH, Frank C, GrieâˆšÃ¼hammer A, Schmittroth M, Acker G, GoÃƒÃ âˆšÃ¼ner A, et al. Sporomusa silvacetica sp. nov., an acetogenic bacterium isolated from aggregated forest soil. Int J Syst Bacteriol. 1997
53342;Caloramator;Caloramator proteoclasticus;Caloramator proteoclasticus;55;anaerobic;heterotroph;0.5;Tarlera S, MuxiÃƒÃ… L, Soubes M, Stams AJ. Caloramator proteoclasticus sp. nov., a new moderately thermophilic anaerobic proteolytic bacterium. Int J Syst Bacteriol. 1997
53952;Thermococcus;Thermococcus peptonophilus;Thermococcus peptonophilus;85.2;anaerobic;heterotroph;0.38;GonzaÃƒÃ…lez JM, Kato C, Horikoshi K. Thermococcus peptonophilus sp. nov., a fast-growing, extremely thermophilic archaebacterium isolated from deep-sea hydrothermal vents. Arch Microbiol. 1995
35749;Thermococcus;Thermococcus sp.;Thermococcus sp.;82.5;anaerobic;heterotroph;0.98;Kwak YS, Kobayashi T, Akiba T, Horikoshi K, Kim YB. A hyperthermophilic sulfur-reducing archaebacterium, Thermococcus sp. DT1331, isolated from a deep-sea hydrothermal vent. Biosci Biotech Bioch. 1995
72803;Thermococcus;Thermococcus siculi;Thermococcus siculi;84.8;anaerobic;heterotroph;2.18;Grote R, Li L, Tamaoka J, Kato C, Horikoshi K, Antranikian G. Thermococcus siculi sp. nov., a novel hyperthermophilic archaeon isolated from a deep-sea hydrothermal vent at the Mid-Okinawa Trough. Extremophiles. 1999
53953;Pyrococcus;Pyrococcus horikoshii;Pyrococcus horikoshii;98;anaerobic;heterotroph;0.53;GonzaÃƒÃ…lez JM, Masuchi Y, Robb FT, Ammerman JW, Maeder DL, Yanagibayashi M, et al. Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough. Extremophiles. 1998
73919;Thermaerobacter;Thermaerobacter marianensis;Thermaerobacter marianensis;73.9;aerobic;heterotroph;36.04;Takai K, Inoue A, Horikoshi K. Thermaerobacter marianensis gen. nov., sp. nov., an aerobic extremely thermophilic marine bacterium from the 11000 m deep Mariana Trench. Int J Syst Evol Microbiol. 1999
1308;Streptococcus;Streptococcus thermophilus;Streptococcus thermophilus;39.9;facultative;heterotroph;0.3;Benson JG. Biofilms in pasteurisers: investigating growth of Streptococcus thermophilus B.Sc. (Honours) Thesis. Hobart: University of Tasmania
178606;Leptospirillum;Leptospirillum ferriphilum;Leptospirillum ferriphilum;39.6;aerobic;heterotroph;4.64;Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005
